Node Number, Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
376, 1.69528723e+00, 2.93485840e+02, 2.20145956e-01, 6.63453192e-02, 2.09910676e-01, -2.09872145e-04, 3.30837584e+00, 1.50000000e+00, 2.98769742e-01
377, 1.69719601e+00, 2.93463806e+02, 2.04832435e-01, 1.28788471e-01, 1.58352733e-01, 1.71542764e-02, 3.26193666e+00, 1.50000000e+00, 3.18762392e-01
378, 1.70143390e+00, 2.93425354e+02, 1.91536501e-01, 9.13899168e-02, 1.67988271e-01, 1.06795859e-02, 3.17899394e+00, 1.50000000e+00, 2.89001733e-01
379, 1.71274650e+00, 2.93365906e+02, 1.83741540e-01, -1.86892077e-02, 1.82610855e-01, -8.05867277e-03, 2.92673826e+00, 1.50000000e+00, 2.20937580e-01
380, 1.71154034e+00, 2.93368164e+02, 1.84751287e-01, -1.18017439e-02, 1.84232205e-01, -7.22857052e-03, 2.94960737e+00, 1.50000000e+00, 2.25492805e-01
381, 1.71208370e+00, 2.93360931e+02, 1.60515115e-01, 3.40610966e-02, 1.56742305e-01, -6.06567133e-03, 2.93659210e+00, 1.50000000e+00, 2.41956934e-01
382, 1.71071529e+00, 2.93323425e+02, 3.95958781e-01, -2.46941954e-01, 3.09047550e-01, -1.71068273e-02, 2.95953035e+00, 1.50000000e+00, 1.34010777e-01
383, 1.71371746e+00, 2.93319000e+02, 3.97339463e-01, -2.57794023e-01, 3.01767647e-01, -1.88989528e-02, 2.90275979e+00, 1.50000000e+00, 1.25154004e-01
384, 1.70881045e+00, 2.93379333e+02, 2.02982768e-01, -1.94540694e-02, 2.01825500e-01, -9.48754419e-03, 3.03012133e+00, 1.50000000e+00, 2.32831895e-01
385, 1.70933723e+00, 2.93373169e+02, 1.80263564e-01, 1.75577123e-02, 1.79205939e-01, -8.48002359e-03, 3.01699829e+00, 1.50000000e+00, 2.45781377e-01
386, 1.70608640e+00, 2.93269775e+02, 4.75605488e-01, -3.08972806e-01, 3.61309052e-01, -1.38625558e-02, 3.08582354e+00, 1.50000000e+00, 1.17431298e-01
387, 1.70553982e+00, 2.93248535e+02, 4.52512592e-01, -3.03127557e-01, 3.35739911e-01, -1.26509462e-02, 3.09956145e+00, 1.50000000e+00, 1.00825630e-01
388, 1.70988548e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.01046014e+00, 1.50000000e+00, 0.00000000e+00
389, 1.70974815e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.01422620e+00, 1.50000000e+00, 0.00000000e+00
390, 1.70981562e+00, 2.93152344e+02, 9.33535304e-03, -6.77970704e-03, 6.40819641e-03, -3.45554668e-04, 3.01216650e+00, 1.50000000e+00, 2.15619802e-03
391, 1.70542860e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.10204577e+00, 1.50000000e+00, 0.00000000e+00
392, 1.70924962e+00, 2.93166809e+02, 7.72939473e-02, -5.17773964e-02, 5.73479347e-02, -2.16091541e-03, 3.02527452e+00, 1.50000000e+00, 1.72220841e-02
393, 1.71002972e+00, 2.93160248e+02, 2.54353173e-02, -1.73321888e-02, 1.85801275e-02, -1.15305872e-03, 3.00686836e+00, 1.50000000e+00, 7.55821168e-03
394, 1.71078789e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.97895670e+00, 1.50000000e+00, 0.00000000e+00
395, 1.71430409e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.85000992e+00, 1.50000000e+00, 0.00000000e+00
396, 1.71231604e+00, 2.93269196e+02, 2.95041710e-01, -2.01047942e-01, 2.15523645e-01, -1.33751184e-02, 2.92420483e+00, 1.50000000e+00, 8.76728743e-02
397, 1.70838356e+00, 2.93377930e+02, 1.87021896e-01, 1.31400358e-02, 1.86332688e-01, -9.20109637e-03, 3.03286147e+00, 1.50000000e+00, 2.45997742e-01
398, 1.70804763e+00, 2.93385101e+02, 1.91810802e-01, 8.05773027e-03, 1.91472888e-01, -8.03666003e-03, 3.05504870e+00, 1.50000000e+00, 2.45723739e-01
399, 1.69711637e+00, 2.93390625e+02, 2.77898759e-01, 2.61088461e-01, 9.21762288e-02, 2.37502716e-02, 3.19421601e+00, 1.50000000e+00, 3.84354591e-01
400, 1.69376457e+00, 2.93475891e+02, 2.26839229e-01, 1.75431162e-01, 1.41797751e-01, 2.39444487e-02, 3.30968189e+00, 1.50000000e+00, 3.68136585e-01
401, 1.68419719e+00, 2.93550110e+02, 3.40218961e-01, 3.16648781e-01, 1.13655716e-01, 5.06446064e-02, 3.40166783e+00, 1.50000000e+00, 5.27773142e-01
402, 1.69525695e+00, 2.93390167e+02, 3.09850186e-01, 2.98828989e-01, 7.69549534e-02, 2.80412994e-02, 3.21354795e+00, 1.50000000e+00, 4.17231441e-01
403, 1.68980718e+00, 2.93438293e+02, 3.31807733e-01, 3.16641331e-01, 9.55382958e-02, 2.65910905e-02, 3.27859354e+00, 1.50000000e+00, 4.54380631e-01
404, 1.69588542e+00, 2.93373138e+02, 3.16412479e-01, 3.07813108e-01, 6.72560632e-02, 2.90616862e-02, 3.18865013e+00, 1.50000000e+00, 4.20685172e-01
405, 1.70844138e+00, 2.93351440e+02, 1.71159729e-01, 7.32774213e-02, 1.54397115e-01, -9.35979653e-03, 3.02088451e+00, 1.50000000e+00, 2.74227887e-01
406, 1.71055388e+00, 2.93336700e+02, 1.63722456e-01, 9.86421630e-02, 1.30453780e-01, -7.52171036e-03, 2.95440078e+00, 1.50000000e+00, 2.76925713e-01
407, 1.70368183e+00, 2.93382660e+02, 1.83594912e-01, 1.21473253e-01, 1.37135059e-01, 1.20548103e-02, 3.12626982e+00, 1.50000000e+00, 3.05448472e-01
408, 1.70550513e+00, 2.93298920e+02, 2.68489301e-01, 2.62779832e-01, 5.48579395e-02, 4.88490611e-03, 3.02714539e+00, 1.50000000e+00, 3.65254402e-01
409, 1.69824684e+00, 2.93363037e+02, 2.97469795e-01, 2.88107395e-01, 6.96001351e-02, 2.52631195e-02, 3.16320348e+00, 1.50000000e+00, 3.99260759e-01
410, 1.70069420e+00, 2.93328674e+02, 2.85578489e-01, 2.76957095e-01, 6.84613883e-02, 1.27622783e-02, 3.09338474e+00, 1.50000000e+00, 3.78824085e-01
411, 1.70755136e+00, 2.93281647e+02, 2.60496497e-01, 2.55297750e-01, 5.17641902e-02, -1.39515847e-03, 2.98760486e+00, 1.50000000e+00, 3.57089877e-01
412, 1.70522571e+00, 2.93286987e+02, 2.93031067e-01, 2.90496379e-01, 3.84560749e-02, -4.39060852e-04, 2.99514008e+00, 1.50000000e+00, 3.91338021e-01
413, 1.69654465e+00, 2.93391205e+02, 3.38806331e-01, 3.33974957e-01, 5.61100394e-02, 1.01055168e-02, 3.12347102e+00, 1.50000000e+00, 4.50218141e-01
414, 1.69657433e+00, 2.93392639e+02, 3.54158789e-01, 3.50639462e-01, 4.98004854e-02, -5.60943969e-04, 3.08370042e+00, 1.50000000e+00, 4.66166139e-01
415, 1.69958019e+00, 2.93366394e+02, 3.32918286e-01, 3.29532802e-01, 4.73338254e-02, -1.48831075e-03, 3.05553198e+00, 1.50000000e+00, 4.42616820e-01
416, 1.70784688e+00, 2.93236420e+02, 3.19876671e-01, 3.18211615e-01, 2.25302614e-02, -2.35549975e-02, 2.91232967e+00, 1.50000000e+00, 4.01948899e-01
417, 1.69624388e+00, 2.93389404e+02, 3.60862285e-01, 3.57304573e-01, 5.02290465e-02, -5.66274254e-03, 3.07429981e+00, 1.50000000e+00, 4.74610329e-01
418, 1.70152080e+00, 2.93314758e+02, 3.76317590e-01, 3.70722294e-01, 4.21472825e-02, -4.90256697e-02, 2.95537233e+00, 1.50000000e+00, 4.77906376e-01
419, 1.70447183e+00, 2.93275482e+02, 3.57601255e-01, 3.53672445e-01, 3.18227224e-02, -4.22112159e-02, 2.92551470e+00, 1.50000000e+00, 4.48806882e-01
420, 1.69997180e+00, 2.93342377e+02, 3.73043031e-01, 3.68367702e-01, 4.50939685e-02, -3.78534868e-02, 2.99094009e+00, 1.50000000e+00, 4.79315639e-01
421, 1.67097020e+00, 2.93536316e+02, 4.13049698e-01, 3.88896078e-01, 1.26543283e-01, 5.79370111e-02, 3.43994856e+00, 1.50000000e+00, 6.37239873e-01
422, 1.68329930e+00, 2.93569885e+02, 3.44958544e-01, 3.20747137e-01, 1.15795836e-01, 5.20480946e-02, 3.41323352e+00, 1.50000000e+00, 5.39633393e-01
423, 1.68311596e+00, 2.93567535e+02, 3.48243952e-01, 3.24134022e-01, 1.16309851e-01, 5.17976806e-02, 3.41921735e+00, 1.50000000e+00, 5.44116080e-01
424, 1.65921187e+00, 2.93516083e+02, 4.76287127e-01, 4.50966895e-01, 1.38351619e-01, 6.58568144e-02, 3.47590399e+00, 1.50000000e+00, 7.33178198e-01
425, 1.65748215e+00, 2.93513763e+02, 4.79168653e-01, 4.52738404e-01, 1.39777884e-01, 7.13630766e-02, 3.48435330e+00, 1.50000000e+00, 7.41255581e-01
426, 1.65792572e+00, 2.93510101e+02, 4.81790930e-01, 4.56712574e-01, 1.38725638e-01, 6.55081570e-02, 3.46956038e+00, 1.50000000e+00, 7.38077283e-01
427, 1.65558612e+00, 2.93506134e+02, 4.82774168e-01, 4.58483517e-01, 1.36041179e-01, 6.60043210e-02, 3.46814275e+00, 1.50000000e+00, 7.44910300e-01
428, 1.63840592e+00, 2.93475250e+02, 5.01085460e-01, 4.76855367e-01, 1.33974731e-01, 7.58048445e-02, 3.48922896e+00, 1.50000000e+00, 7.73443580e-01
429, 1.55365086e+00, 2.93259003e+02, 6.12042129e-01, 5.87347925e-01, 1.23668939e-01, 1.19682774e-01, 3.60626984e+00, 1.50000000e+00, 9.32978213e-01
430, 1.64752245e+00, 2.93419983e+02, 5.10524154e-01, 4.70774472e-01, 1.61965877e-01, 1.13019198e-01, 3.64230132e+00, 1.50000000e+00, 7.84984708e-01
431, 1.55279315e+00, 2.93234528e+02, 6.03556454e-01, 5.92151999e-01, 9.43946987e-02, 6.87460974e-02, 3.52892828e+00, 1.50000000e+00, 9.51507926e-01
432, 1.58254194e+00, 2.93228638e+02, 5.81951797e-01, 5.76540291e-01, 7.79946968e-02, 1.36392927e-02, 3.44781184e+00, 1.50000000e+00, 9.26577270e-01
433, 1.66154099e+00, 2.93600769e+02, 4.22867715e-01, 3.80213320e-01, 1.48141757e-01, 1.10945679e-01, 3.61214089e+00, 1.50000000e+00, 7.13923216e-01
434, 1.67963481e+00, 2.93654755e+02, 3.70852530e-01, 3.36694598e-01, 1.37502164e-01, 7.25361407e-02, 3.57770824e+00, 1.50000000e+00, 6.26366615e-01
435, 1.66975999e+00, 2.93609314e+02, 3.53396773e-01, 2.99795032e-01, 1.67908356e-01, 8.25772732e-02, 3.63578796e+00, 1.50000000e+00, 6.35212958e-01
436, 1.67463803e+00, 2.93512024e+02, 4.06220019e-01, 3.49140525e-01, 1.88088521e-01, 8.79676715e-02, 3.69986391e+00, 1.50000000e+00, 7.14803755e-01
437, 1.70972538e+00, 2.93531921e+02, 3.12029421e-01, 1.86378747e-01, 2.50081658e-01, 9.19177197e-03, 3.81904268e+00, 1.50000000e+00, 6.38607383e-01
438, 1.70409763e+00, 2.93599548e+02, 2.82836169e-01, 1.61521763e-01, 2.31952280e-01, 1.02551244e-02, 3.76628923e+00, 1.50000000e+00, 5.86971998e-01
439, 1.71123493e+00, 2.93528381e+02, 2.93535918e-01, 1.11361131e-01, 2.66056895e-01, -5.45503981e-02, 3.82060623e+00, 1.50000000e+00, 5.34881949e-01
440, 1.62538886e+00, 2.93379761e+02, 5.03352880e-01, 3.41724098e-01, 2.75990307e-01, 2.45800972e-01, 3.83921957e+00, 1.50000000e+00, 8.52309823e-01
441, 1.62188172e+00, 2.93368134e+02, 5.13696074e-01, 3.55860829e-01, 2.73557365e-01, 2.49826133e-01, 3.83347869e+00, 1.50000000e+00, 8.61457288e-01
442, 1.62302768e+00, 2.93368073e+02, 5.12446761e-01, 3.47978920e-01, 2.78041869e-01, 2.53387213e-01, 3.84155369e+00, 1.50000000e+00, 8.61033142e-01
443, 1.63250947e+00, 2.93352203e+02, 4.70990241e-01, 3.16916168e-01, 2.55894184e-01, 2.36461639e-01, 3.85582590e+00, 1.50000000e+00, 8.45035195e-01
444, 1.62414753e+00, 2.93361389e+02, 4.92345929e-01, 3.31285805e-01, 2.67496973e-01, 2.47183308e-01, 3.84928894e+00, 1.50000000e+00, 8.60655487e-01
445, 1.72873926e+00, 2.93372772e+02, 1.85136557e-01, 9.53941047e-02, 1.58523679e-01, 6.76409900e-03, 3.90213180e+00, 1.50000000e+00, 6.41969442e-01
446, 1.71990561e+00, 2.93442719e+02, 2.43265837e-01, 1.25346005e-01, 2.08297029e-01, 8.88789445e-03, 3.87140298e+00, 1.50000000e+00, 5.98709941e-01
447, 1.74887180e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.00000000e+00, 1.50000000e+00, 5.69402635e-01
448, 1.70422471e+00, 2.93150024e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.00000000e+00, 1.50000000e+00, 7.51150310e-01
449, 1.74749780e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.00000000e+00, 1.50000000e+00, 6.66666746e-01
450, 1.66559911e+00, 2.93149963e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.00000000e+00, 1.50000000e+00, 8.37039292e-01
451, 1.68260729e+00, 2.93580139e+02, 3.51901680e-01, 3.28044504e-01, 1.17130905e-01, 5.00194095e-02, 3.40040755e+00, 1.50000000e+00, 5.53205431e-01
452, 1.68350303e+00, 2.93563629e+02, 3.43609661e-01, 3.19556177e-01, 1.15100607e-01, 5.19931540e-02, 3.40896535e+00, 1.50000000e+00, 5.36101758e-01
453, 1.68365037e+00, 2.93560486e+02, 3.44374210e-01, 3.21171790e-01, 1.13037243e-01, 5.16222455e-02, 3.40027118e+00, 1.50000000e+00, 5.38345337e-01
454, 1.68629837e+00, 2.93505219e+02, 3.57501507e-01, 3.43669474e-01, 9.26207826e-02, 3.34663056e-02, 3.27553606e+00, 1.50000000e+00, 5.20708501e-01
455, 1.68984628e+00, 2.93480804e+02, 3.59519958e-01, 3.50781381e-01, 7.67896324e-02, 1.76176876e-02, 3.20235085e+00, 1.50000000e+00, 5.02097785e-01
456, 1.68845570e+00, 2.93499268e+02, 3.69138926e-01, 3.60266834e-01, 7.88471252e-02, 1.59523934e-02, 3.20802164e+00, 1.50000000e+00, 5.18494487e-01
457, 1.68834221e+00, 2.93502594e+02, 3.71019691e-01, 3.62233728e-01, 7.91882277e-02, 1.30976653e-02, 3.20066786e+00, 1.50000000e+00, 5.22310019e-01
458, 1.68739724e+00, 2.93504974e+02, 3.74070615e-01, 3.64688128e-01, 8.20913166e-02, 1.38710951e-02, 3.20774436e+00, 1.50000000e+00, 5.28865695e-01
459, 1.67932999e+00, 2.93543854e+02, 3.94704640e-01, 3.78018856e-01, 1.12512484e-01, 1.53108770e-02, 3.25977421e+00, 1.50000000e+00, 5.92859864e-01
460, 1.68000913e+00, 2.93632202e+02, 4.10484403e-01, 3.89926314e-01, 1.28041968e-01, -7.75611959e-03, 3.18839359e+00, 1.50000000e+00, 6.29796505e-01
461, 1.67544770e+00, 2.93629761e+02, 4.20707852e-01, 3.99890661e-01, 1.30029947e-01, 1.32201370e-02, 3.27870011e+00, 1.50000000e+00, 6.49082124e-01
462, 1.65767229e+00, 2.93508331e+02, 4.81894255e-01, 4.57503855e-01, 1.37657598e-01, 6.29499555e-02, 3.46342039e+00, 1.50000000e+00, 7.38820732e-01
463, 1.67079031e+00, 2.93661438e+02, 4.07047987e-01, 3.84556830e-01, 1.28727734e-01, 3.51181477e-02, 3.31710148e+00, 1.50000000e+00, 6.70113564e-01
464, 1.69479322e+00, 2.93419159e+02, 3.63368809e-01, 3.59080732e-01, 5.54625355e-02, -4.67153825e-03, 3.09178424e+00, 1.50000000e+00, 4.86880660e-01
465, 1.70148170e+00, 2.93321167e+02, 3.78440946e-01, 3.72390091e-01, 4.27434631e-02, -5.21168709e-02, 2.94889522e+00, 1.50000000e+00, 4.81263906e-01
466, 1.70088613e+00, 2.93341827e+02, 3.77910137e-01, 3.71668965e-01, 4.53248359e-02, -5.12243770e-02, 2.95498872e+00, 1.50000000e+00, 4.85749125e-01
467, 1.69484437e+00, 2.93400269e+02, 3.71430218e-01, 3.66862059e-01, 5.61024472e-02, -1.50053725e-02, 3.07148337e+00, 1.50000000e+00, 4.93041217e-01
468, 1.69081080e+00, 2.93501038e+02, 3.93623382e-01, 3.82799685e-01, 7.71492571e-02, -4.95153144e-02, 3.01296616e+00, 1.50000000e+00, 5.53979158e-01
469, 1.68435121e+00, 2.93630035e+02, 3.96866858e-01, 3.79128218e-01, 1.16545260e-01, -1.35018611e-02, 3.14996552e+00, 1.50000000e+00, 6.03610337e-01
470, 1.68025565e+00, 2.93589844e+02, 4.21706676e-01, 4.02075469e-01, 1.23727426e-01, -2.93831266e-02, 3.12907839e+00, 1.50000000e+00, 6.39148653e-01
471, 1.68776369e+00, 2.93584534e+02, 3.72525543e-01, 3.60062957e-01, 9.45602655e-02, -1.37217771e-02, 3.11436224e+00, 1.50000000e+00, 5.56954384e-01
472, 1.68131316e+00, 2.93523010e+02, 4.11996782e-01, 3.96204054e-01, 1.06241338e-01, -3.84247676e-02, 3.08268714e+00, 1.50000000e+00, 6.13320947e-01
473, 1.68819821e+00, 2.93522156e+02, 3.96990091e-01, 3.82984996e-01, 9.48722959e-02, -4.38505821e-02, 3.05354691e+00, 1.50000000e+00, 5.72308302e-01
474, 1.68742824e+00, 2.93510986e+02, 3.78680497e-01, 3.68620902e-01, 8.66613984e-02, -2.71241553e-03, 3.14985967e+00, 1.50000000e+00, 5.40251493e-01
475, 1.70110774e+00, 2.93365479e+02, 3.82904232e-01, 3.75166714e-01, 4.77997996e-02, -5.98394349e-02, 2.94382501e+00, 1.50000000e+00, 4.93132889e-01
476, 1.69531441e+00, 2.93537811e+02, 4.08704400e-01, 3.92700315e-01, 7.55425096e-02, -8.43746662e-02, 2.94774127e+00, 1.50000000e+00, 5.58792710e-01
477, 1.69110060e+00, 2.93615753e+02, 4.17064518e-01, 3.97334188e-01, 1.04080096e-01, -7.23581314e-02, 2.99520683e+00, 1.50000000e+00, 6.12306237e-01
478, 1.69698381e+00, 2.93513062e+02, 4.08268631e-01, 3.92314494e-01, 6.95980564e-02, -8.90434384e-02, 2.91548991e+00, 1.50000000e+00, 5.52031040e-01
479, 1.69255710e+00, 2.93595123e+02, 4.16616440e-01, 3.97221684e-01, 9.97227952e-02, -7.64170289e-02, 2.96499181e+00, 1.50000000e+00, 6.08639121e-01
480, 1.68802071e+00, 2.93553345e+02, 4.42346543e-01, 4.22106028e-01, 1.02288514e-01, -8.38691667e-02, 2.97448874e+00, 1.50000000e+00, 6.48587942e-01
481, 1.65010691e+00, 2.93483734e+02, 4.70374912e-01, 4.58171606e-01, 1.06445059e-01, 8.89157876e-04, 3.30317736e+00, 1.50000000e+00, 7.61686385e-01
482, 1.65359175e+00, 2.93477844e+02, 4.89546418e-01, 4.69065428e-01, 1.30660117e-01, 5.06088883e-02, 3.44317293e+00, 1.50000000e+00, 7.55688190e-01
483, 1.60367024e+00, 2.93235657e+02, 5.74583650e-01, 5.68421006e-01, 8.13567042e-02, -2.06152406e-02, 3.36732912e+00, 1.50000000e+00, 8.94607902e-01
484, 1.67483270e+00, 2.93527832e+02, 4.64962691e-01, 4.48893785e-01, 1.20813265e-01, -9.42431390e-03, 3.22678900e+00, 1.50000000e+00, 6.73643231e-01
485, 1.64593339e+00, 2.93374542e+02, 5.18182158e-01, 5.08972943e-01, 9.50763896e-02, -2.04883032e-02, 3.26174951e+00, 1.50000000e+00, 7.99131274e-01
486, 1.63573205e+00, 2.93283051e+02, 5.50858319e-01, 5.42969882e-01, 8.89335796e-02, -2.68214736e-02, 3.30098581e+00, 1.50000000e+00, 8.33221734e-01
487, 1.66191733e+00, 2.93419800e+02, 4.91981715e-01, 4.80544269e-01, 9.92360115e-02, -3.57129350e-02, 3.18214369e+00, 1.50000000e+00, 7.49144435e-01
488, 1.63888812e+00, 2.93229889e+02, 5.72532773e-01, 5.64735472e-01, 8.01415294e-02, -4.94465791e-02, 3.24568176e+00, 1.50000000e+00, 8.37278903e-01
489, 1.65079069e+00, 2.93217468e+02, 5.69837987e-01, 5.59551299e-01, 7.83946514e-02, -7.39725083e-02, 3.16748810e+00, 1.50000000e+00, 8.06014538e-01
490, 1.67237973e+00, 2.93577026e+02, 4.18943346e-01, 4.02075201e-01, 1.15094915e-01, -2.45401207e-02, 3.15405726e+00, 1.50000000e+00, 6.72474802e-01
491, 1.68688190e+00, 2.93617371e+02, 4.26295787e-01, 4.05655444e-01, 1.11201987e-01, -6.93244189e-02, 3.01255155e+00, 1.50000000e+00, 6.38073027e-01
492, 1.66743541e+00, 2.93312805e+02, 5.25987923e-01, 5.14570355e-01, 9.08506438e-02, -6.02231622e-02, 3.10983276e+00, 1.50000000e+00, 7.58213043e-01
493, 1.67758155e+00, 2.93351013e+02, 5.19410670e-01, 5.05043983e-01, 1.03565931e-01, -6.31830245e-02, 3.08272624e+00, 1.50000000e+00, 7.09790587e-01
494, 1.68121529e+00, 2.93560120e+02, 4.39213395e-01, 4.19255912e-01, 1.20562539e-01, -5.09663969e-02, 3.06760573e+00, 1.50000000e+00, 6.59263074e-01
495, 1.67974639e+00, 2.93253937e+02, 5.50121009e-01, 5.33639312e-01, 9.28267315e-02, -9.61531773e-02, 3.01107955e+00, 1.50000000e+00, 7.27086127e-01
496, 1.68884063e+00, 2.93308777e+02, 5.15091598e-01, 4.97454524e-01, 8.74868333e-02, -1.01016939e-01, 2.93191242e+00, 1.50000000e+00, 6.85968161e-01
497, 1.67955303e+00, 2.93259155e+02, 5.48949480e-01, 5.32548726e-01, 9.37932730e-02, -9.45527554e-02, 3.01577449e+00, 1.50000000e+00, 7.26442158e-01
498, 1.67912161e+00, 2.93255035e+02, 5.49363792e-01, 5.33091307e-01, 9.22132358e-02, -9.54513326e-02, 3.01376915e+00, 1.50000000e+00, 7.30218589e-01
499, 1.67872202e+00, 2.93255280e+02, 5.49732804e-01, 5.33555448e-01, 9.26573947e-02, -9.45479572e-02, 3.01751852e+00, 1.50000000e+00, 7.30609179e-01
500, 1.65173852e+00, 2.93201019e+02, 5.47053158e-01, 5.30628026e-01, 4.87664416e-02, -1.23785570e-01, 3.04860783e+00, 1.50000000e+00, 8.41367781e-01
501, 1.65184891e+00, 2.93199738e+02, 5.46629965e-01, 5.29882193e-01, 4.73126732e-02, -1.25661060e-01, 3.04356933e+00, 1.50000000e+00, 8.42779696e-01
502, 1.65351343e+00, 2.93198608e+02, 5.48378170e-01, 5.31213999e-01, 4.76923883e-02, -1.27498016e-01, 3.03437495e+00, 1.50000000e+00, 8.39756548e-01
503, 1.67900360e+00, 2.93251740e+02, 5.50271273e-01, 5.33855498e-01, 9.04021859e-02, -9.81030986e-02, 3.00884581e+00, 1.50000000e+00, 7.33339965e-01
504, 1.68226027e+00, 2.93195496e+02, 5.63146710e-01, 5.45474172e-01, 7.81674013e-02, -1.16112113e-01, 2.94419861e+00, 1.50000000e+00, 7.26984382e-01
505, 1.67774248e+00, 2.93189636e+02, 5.63369632e-01, 5.45357227e-01, 6.60273656e-02, -1.24944881e-01, 2.93909454e+00, 1.50000000e+00, 7.62617648e-01
506, 1.67241502e+00, 2.93191650e+02, 5.59736669e-01, 5.42240739e-01, 5.43669574e-02, -1.27766848e-01, 2.95494461e+00, 1.50000000e+00, 7.91669846e-01
507, 1.71761429e+00, 2.93350128e+02, 1.78639382e-01, -4.43458855e-02, 1.72501475e-01, -1.37373051e-02, 2.83706474e+00, 1.50000000e+00, 2.04805017e-01
508, 1.71677995e+00, 2.93345551e+02, 1.47194743e-01, 1.04224589e-02, 1.46372914e-01, -1.15166325e-02, 2.85002494e+00, 1.50000000e+00, 2.26818532e-01
509, 1.71671820e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.68973970e+00, 1.50000000e+00, 0.00000000e+00
510, 1.71623993e+00, 2.93192230e+02, 1.78236023e-01, -1.35577276e-01, 1.15531579e-01, -6.27165940e-03, 2.64905000e+00, 1.50000000e+00, 2.48432606e-02
511, 1.71647227e+00, 2.93188232e+02, 8.37452412e-02, -5.51554263e-02, 6.27124608e-02, -6.18804479e-03, 2.67579675e+00, 1.50000000e+00, 3.12966034e-02
512, 1.71728516e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.66161680e+00, 1.50000000e+00, 0.00000000e+00
513, 1.71475625e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.83634996e+00, 1.50000000e+00, 0.00000000e+00
514, 1.71648705e+00, 2.93267090e+02, 3.32293421e-01, -2.44260773e-01, 2.24671021e-01, -1.66891739e-02, 2.77693963e+00, 1.50000000e+00, 7.77437091e-02
515, 1.71617603e+00, 2.93304474e+02, 4.03435320e-01, -2.88005799e-01, 2.81570077e-01, -2.30431352e-02, 2.74577999e+00, 1.50000000e+00, 1.10778704e-01
516, 1.71627963e+00, 2.93306824e+02, 4.06877667e-01, -2.82725722e-01, 2.91867375e-01, -2.07135174e-02, 2.80313253e+00, 1.50000000e+00, 1.08614869e-01
517, 1.71474707e+00, 2.93171875e+02, 4.68724780e-02, -2.70528570e-02, 3.82001773e-02, -2.43278989e-03, 2.84464931e+00, 1.50000000e+00, 1.64075252e-02
518, 1.71760201e+00, 2.93344299e+02, 1.44917056e-01, 3.70825641e-03, 1.44134924e-01, -1.45712914e-02, 2.82773733e+00, 1.50000000e+00, 2.22092181e-01
519, 1.71781564e+00, 2.93341248e+02, 1.57404542e-01, -3.10978610e-02, 1.53243721e-01, -1.80408936e-02, 2.78763199e+00, 1.50000000e+00, 2.10985869e-01
520, 1.71727538e+00, 2.93315643e+02, 2.45786563e-01, -1.39585748e-01, 2.00912118e-01, -2.36891583e-02, 2.74513292e+00, 1.50000000e+00, 1.67649493e-01
521, 1.71779132e+00, 2.93331024e+02, 1.67941779e-01, -5.97738922e-02, 1.55297235e-01, -2.26779375e-02, 2.72823930e+00, 1.50000000e+00, 1.98825374e-01
522, 1.71687341e+00, 2.93321167e+02, 3.38384956e-01, -2.33018726e-01, 2.44262919e-01, -2.32868027e-02, 2.66725159e+00, 1.50000000e+00, 1.38215572e-01
523, 1.71764350e+00, 2.93324066e+02, 2.12333202e-01, -1.08985096e-01, 1.80665538e-01, -2.38244608e-02, 2.70686245e+00, 1.50000000e+00, 1.82476580e-01
524, 1.71092129e+00, 2.93256348e+02, 5.80214299e-02, 1.44265378e-02, 4.76308651e-02, -2.98271999e-02, 2.50236225e+00, 1.50000000e+00, 2.09590092e-01
525, 1.71437359e+00, 2.93270752e+02, 1.01461820e-01, -2.12501921e-02, 9.34508145e-02, -3.33148055e-02, 2.58208203e+00, 1.50000000e+00, 2.05011725e-01
526, 1.71356189e+00, 2.93223724e+02, 1.51517853e-01, 1.45647421e-01, -9.26786195e-03, -4.07258347e-02, 2.55054951e+00, 1.50000000e+00, 2.68252045e-01
